"I have already given to SC complete and irrefutable arguments why Ram Mandir in Ayodhya where it was before butchers from Afghanistan (Babar) demolished it. Muslims now 99% agree. So anytime Ram Mandir","OAG"
"Disgraceful comments by BJP's Bhopal Lok Sabha candidate Pragya Thakur on 26/11 martyr Hemant Karkare ji need to be condemned in strongest terms. BJP is showing its true colours & it must be shown it's place now. Pragya Singh Thakur: Maine kaha tera (Mumbai ATS chief late Hemant Karkare) sarvanash hoga. Theek sava mahine mein sutak lagta hai. Jis din main gayi thi us din iske sutak lag gaya tha. Aur theek sava mahine mein jis din atankwadiyon ne isko maara us din uska anth hua","OAG"
"Pakistan and Imran Khan are openly supporting Modi ji. It is clear now that Modi ji has some secret pact wid them. Everyone is asking - did Pakistan kill 40 of our brave soldiers in Pulwama on 14 Feb just before elections to help Modi ji?","CAG"
"UPA ruled for 10 years and gave only Rs.16500 crore for Telangana during these years. I want to tell the people of Telangana that Modi government gave a whopping amount of Rs. 245000 crore for the development of Telangana in just 5 years","CAG"
"I want to ask the people of Telangana why Chandrashekhar Rao government does not celebrate Telangana Liberation Day? The reason for not celebrating the liberation day is Owaisi-Fear","CAG"
"Addressed a public meeting in Shamshabad Telangana. Wherever i go I see huge support for PM Narendra Modi. The people of India are all set to bless Modi ji again with absolute majority","NAG"
"Today addressed public meeting at Mukkam in Wayanad Kerala in favour of Shri Thushar Vellappally president of Bharath Dharma Jana Sena who is NDA candidate from Wayanad Lok Sabha seat in the upcoming Lok Sabha elections","NAG"
"Pictures from my Paidal Daura in Hakimpet Karwan. Every Paidal Daura is a reminder to me of my constituents' hopes & aspirations. And as the pictures show it's a testament to Majlis's commitment to solidarity & diversity. On April 11 vote for Kite!","NAG"
"KCR is absolutey right. No incumbent Prime Minister had such an empty campaign. He literally has no policy record on which he can seek votes all he has is more of the same: Hindu-Muslim Nehru 'main toh fakeer hoon' etc","OAG"
"Modi says Pak is counting corpses but have you counted the victims of Malegaon Mecca Masjid Samjhauta & Ajmer attacks? Each time acquittals happened because of deliberately shoddy prosecutions","OAG"
"#SadhviComment | Controversial: Sadhvi Pragya targets 26/11 martyr Hemant Karkare says he died due to her 'annihilation' curse after he questioned her in the Malegaon blasts case","OAG"
"Tune in to NaMo TV right away. Soon Shri @narendramodi will address a massive rally at Amreli Gujarat. The atmosphere is enthusiastic and exciting","NAG"
"In Yogi's Gorakhpur at the Imambada. Land on which Gorakhnath temple (Adityanath is its 'Mahant' or head-priest) stands was granted by a Muslim ruler Nawab Asaf-ud-Daula of Awadh. He granted land to this Imambada too. India is far more diverse than wht our hateful leaders project it","NAG"
"I pity Muslim journalists working for RepublicTV that's unapologetically anti-Muslim & anti-India. RTV is using Muslim journos to do anti-Muslim stories. Only political parallel of this I see r the Muslims associated wt 'Muslim Rashtriya Manch' of the RSS","OAG"
"India's ruling party fields a terror accused out on bail against a mainstream politician. Lazy/crony media: 'fierce fight between Sadhvi Praggya vs Digvijiya Singh etc","OAG"
"One way of testing the claims of both sides would be for Modiji to fight Rahul in Wayanad. And for Priyanka to fight Modiji in Varanasi","NAG"
"Kya bakwaas hai ye. Shastri conspiracy theory film! Agreed you're a propaganda peddler but making a saas-bahu-serial-like dinner table debate and calling it a 'film'? Spare us. Also criminal waste of a bunch of fabulous actors. #TheWhataboutryFiles","OAG"
"What a farce. Is EC sleeping ? Vivek Oberoi's PM Narendra Modi to hit theatres on April 12","CAG"
